x_m,y_m,bldg_id,height_m,plan_area_frac,W_road_m,W_roof_m,roof_mat_id,wall_mat_id,road_mat_id,orientation_deg,ah_profile_id,AH_Wm2,is_urban
6375.0,125.0,26,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6625.0,125.0,27,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6875.0,125.0,28,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7125.0,125.0,29,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7375.0,125.0,30,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7625.0,125.0,31,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7875.0,125.0,32,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8125.0,125.0,33,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8375.0,125.0,34,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8625.0,125.0,35,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8875.0,125.0,36,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9125.0,125.0,37,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9375.0,125.0,38,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9625.0,125.0,39,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9875.0,125.0,40,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
10125.0,125.0,41,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10375.0,125.0,42,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10625.0,125.0,43,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10875.0,125.0,44,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11125.0,125.0,45,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11375.0,125.0,46,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11625.0,125.0,47,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11875.0,125.0,48,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12125.0,125.0,49,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12375.0,125.0,50,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12625.0,125.0,51,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12875.0,125.0,52,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13125.0,125.0,53,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13375.0,125.0,54,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13625.0,125.0,55,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13875.0,125.0,56,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14125.0,125.0,57,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14375.0,125.0,58,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14625.0,125.0,59,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14875.0,125.0,60,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15125.0,125.0,61,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15375.0,125.0,62,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15625.0,125.0,63,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15875.0,125.0,64,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16125.0,125.0,65,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16375.0,125.0,66,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16625.0,125.0,67,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16875.0,125.0,68,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17125.0,125.0,69,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17375.0,125.0,70,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17625.0,125.0,71,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17875.0,125.0,72,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18125.0,125.0,73,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18375.0,125.0,74,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18625.0,125.0,75,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18875.0,125.0,76,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19125.0,125.0,77,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19375.0,125.0,78,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19625.0,125.0,79,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19875.0,125.0,80,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
125.0,375.0,81,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
375.0,375.0,82,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
625.0,375.0,83,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
875.0,375.0,84,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1125.0,375.0,85,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1375.0,375.0,86,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1625.0,375.0,87,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1875.0,375.0,88,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2125.0,375.0,89,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2375.0,375.0,90,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2625.0,375.0,91,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2875.0,375.0,92,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3125.0,375.0,93,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3375.0,375.0,94,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3625.0,375.0,95,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3875.0,375.0,96,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4125.0,375.0,97,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4375.0,375.0,98,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4625.0,375.0,99,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4875.0,375.0,100,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5125.0,375.0,101,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5375.0,375.0,102,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5625.0,375.0,103,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5875.0,375.0,104,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6125.0,375.0,105,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6375.0,375.0,106,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6625.0,375.0,107,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6875.0,375.0,108,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7125.0,375.0,109,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7375.0,375.0,110,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7625.0,375.0,111,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7875.0,375.0,112,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8125.0,375.0,113,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8375.0,375.0,114,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8625.0,375.0,115,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8875.0,375.0,116,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9125.0,375.0,117,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9375.0,375.0,118,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9625.0,375.0,119,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9875.0,375.0,120,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
10125.0,375.0,121,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10375.0,375.0,122,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10625.0,375.0,123,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10875.0,375.0,124,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11125.0,375.0,125,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11375.0,375.0,126,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11625.0,375.0,127,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11875.0,375.0,128,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12125.0,375.0,129,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12375.0,375.0,130,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12625.0,375.0,131,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12875.0,375.0,132,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13125.0,375.0,133,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13375.0,375.0,134,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13625.0,375.0,135,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13875.0,375.0,136,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14125.0,375.0,137,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14375.0,375.0,138,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14625.0,375.0,139,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14875.0,375.0,140,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15125.0,375.0,141,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15375.0,375.0,142,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15625.0,375.0,143,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15875.0,375.0,144,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16125.0,375.0,145,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16375.0,375.0,146,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16625.0,375.0,147,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16875.0,375.0,148,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17125.0,375.0,149,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17375.0,375.0,150,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17625.0,375.0,151,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17875.0,375.0,152,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18125.0,375.0,153,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18375.0,375.0,154,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18625.0,375.0,155,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18875.0,375.0,156,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19125.0,375.0,157,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19375.0,375.0,158,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19625.0,375.0,159,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19875.0,375.0,160,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
125.0,625.0,161,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
375.0,625.0,162,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
625.0,625.0,163,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
875.0,625.0,164,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1125.0,625.0,165,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1375.0,625.0,166,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1625.0,625.0,167,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1875.0,625.0,168,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2125.0,625.0,169,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2375.0,625.0,170,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2625.0,625.0,171,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2875.0,625.0,172,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3125.0,625.0,173,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3375.0,625.0,174,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3625.0,625.0,175,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3875.0,625.0,176,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4125.0,625.0,177,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4375.0,625.0,178,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4625.0,625.0,179,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4875.0,625.0,180,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5125.0,625.0,181,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5375.0,625.0,182,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5625.0,625.0,183,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5875.0,625.0,184,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6125.0,625.0,185,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6375.0,625.0,186,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6625.0,625.0,187,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6875.0,625.0,188,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7125.0,625.0,189,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7375.0,625.0,190,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7625.0,625.0,191,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7875.0,625.0,192,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8125.0,625.0,193,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8375.0,625.0,194,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8625.0,625.0,195,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8875.0,625.0,196,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9125.0,625.0,197,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9375.0,625.0,198,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9625.0,625.0,199,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9875.0,625.0,200,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
10125.0,625.0,201,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10375.0,625.0,202,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10625.0,625.0,203,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10875.0,625.0,204,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11125.0,625.0,205,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11375.0,625.0,206,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11625.0,625.0,207,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11875.0,625.0,208,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12125.0,625.0,209,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12375.0,625.0,210,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12625.0,625.0,211,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12875.0,625.0,212,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13125.0,625.0,213,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13375.0,625.0,214,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13625.0,625.0,215,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13875.0,625.0,216,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14125.0,625.0,217,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14375.0,625.0,218,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14625.0,625.0,219,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14875.0,625.0,220,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15125.0,625.0,221,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15375.0,625.0,222,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15625.0,625.0,223,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15875.0,625.0,224,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16125.0,625.0,225,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16375.0,625.0,226,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16625.0,625.0,227,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16875.0,625.0,228,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17125.0,625.0,229,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17375.0,625.0,230,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17625.0,625.0,231,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
17875.0,625.0,232,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18125.0,625.0,233,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18375.0,625.0,234,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18625.0,625.0,235,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
18875.0,625.0,236,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19125.0,625.0,237,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19375.0,625.0,238,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19625.0,625.0,239,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
19875.0,625.0,240,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
125.0,875.0,241,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
375.0,875.0,242,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
625.0,875.0,243,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
875.0,875.0,244,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1125.0,875.0,245,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1375.0,875.0,246,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1625.0,875.0,247,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
1875.0,875.0,248,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2125.0,875.0,249,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2375.0,875.0,250,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2625.0,875.0,251,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
2875.0,875.0,252,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3125.0,875.0,253,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3375.0,875.0,254,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3625.0,875.0,255,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
3875.0,875.0,256,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4125.0,875.0,257,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4375.0,875.0,258,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4625.0,875.0,259,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
4875.0,875.0,260,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5125.0,875.0,261,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5375.0,875.0,262,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5625.0,875.0,263,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
5875.0,875.0,264,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6125.0,875.0,265,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6375.0,875.0,266,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6625.0,875.0,267,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
6875.0,875.0,268,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7125.0,875.0,269,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7375.0,875.0,270,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7625.0,875.0,271,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
7875.0,875.0,272,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8125.0,875.0,273,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8375.0,875.0,274,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8625.0,875.0,275,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
8875.0,875.0,276,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9125.0,875.0,277,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9375.0,875.0,278,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9625.0,875.0,279,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
9875.0,875.0,280,15.0,0.05,10.0,10.0,2,2,2,0.0,0,30.0,1
10125.0,875.0,281,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10375.0,875.0,282,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10625.0,875.0,283,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
10875.0,875.0,284,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11125.0,875.0,285,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11375.0,875.0,286,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11625.0,875.0,287,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
11875.0,875.0,288,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12125.0,875.0,289,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12375.0,875.0,290,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12625.0,875.0,291,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
12875.0,875.0,292,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13125.0,875.0,293,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13375.0,875.0,294,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13625.0,875.0,295,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
13875.0,875.0,296,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14125.0,875.0,297,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14375.0,875.0,298,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14625.0,875.0,299,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
14875.0,875.0,300,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15125.0,875.0,301,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15375.0,875.0,302,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15625.0,875.0,303,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
15875.0,875.0,304,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16125.0,875.0,305,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16375.0,875.0,306,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
16625.0,875.0,307,0.0,0.00,0.0,0.0,1,1,1,0.0,0,0.0,0
