x_m,y_m,bldg_id,height_m,plan_area_frac,W_road_m,W_roof_m,roof_mat_id,wall_mat_id,road_mat_id,orientation_deg,ah_profile_id,AH_Wm2,is_urban,hvac_profile_id
7625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
7875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
8125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
8375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
8625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
8875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
9125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
9375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
9625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
9875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
10125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
10375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
10625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
10875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
11125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
11375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
11625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
11875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
12125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
12375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
12625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
12875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
13125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
13375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
13625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
13875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
14125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
14375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
14625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
14875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
15125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
15375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
15625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
15875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
16125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
16375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
16625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
16875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
17125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
17375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
17625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
17875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
18125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
18375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
18625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
18875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
19125.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
19375.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
19625.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
19875.0,125.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
1125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
1375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
1625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
1875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
2125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
2375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
2625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
2875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
3125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
3375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
3625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
3875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
4125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
4375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
4625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
4875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
5125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
5375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
5625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
5875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
6125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
6375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
6625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
6875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
7125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
7375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
7625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
7875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
8125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
8375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
8625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
8875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
9125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
9375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
9625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
9875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
10125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
10375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
10625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
10875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
11125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
11375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
11625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
11875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
12125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
12375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
12625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
12875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
13125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
13375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
13625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
13875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
14125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
14375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
14625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
14875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
15125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
15375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
15625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
15875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
16125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
16375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
16625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
16875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
17125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
17375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
17625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
17875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
18125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
18375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
18625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
18875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
19125.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
19375.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
19625.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
19875.0,375.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
1125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
1375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
1625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
1875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
2125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
2375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
2625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
2875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
3125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
3375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
3625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
3875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
4125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
4375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
4625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
4875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
5125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
5375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
5625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
5875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
6125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
6375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
6625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
6875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
7125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
7375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
7625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
7875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
8125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
8375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
8625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
8875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
9125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
9375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
9625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
9875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
10125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
10375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
10625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
10875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
11125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
11375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
11625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
11875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
12125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
12375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
12625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
12875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
13125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
13375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
13625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
13875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
14125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
14375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
14625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
14875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
15125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
15375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
15625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
15875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
16125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
16375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
16625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
16875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
17125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
17375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
17625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
17875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
18125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
18375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
18625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
18875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
19125.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
19375.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
19625.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
19875.0,625.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
1125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
1375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
1625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
1875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
2125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
2375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
2625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
2875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
3125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
3375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
3625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
3875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
4125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
4375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
4625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
4875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
5125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
5375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
5625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
5875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
6125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
6375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
6625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
6875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
7125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
7375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
7625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
7875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
8125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
8375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
8625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
8875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
9125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
9375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
9625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
9875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
10125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
10375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
10625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
10875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
11125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
11375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
11625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
11875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
12125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
12375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
12625.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
12875.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,0
13125.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,1
13375.0,875.0,1,5.0,0.05,5.0,3.0,3,3,3,0.0,0,5.0,1,2
